Id,choose
10000,0.014967743276988993
10001,0.17088877546524445
10002,0.012876108205093289
10003,0.01087030786655109
10004,0.19555271496237633
10005,0.6974900254302853
10006,0.029003375384658688
10007,0.24148055556194953
10008,5.370422009299556e-05
10009,0.2306957409085603
10010,0.10753181308021512
10011,0.0073009781315746865
10012,0.04614233735612564
10013,0.03292727576432147
10014,0.3753177399449767
10015,0.014950937116406016
10016,0.006858124396402196
10017,0.08155063602037389
10018,0.21261288799555597
10019,0.045976664478061535
10020,0.19465727079293368
10021,0.9986834393408428
10022,0.030351347771309198
10023,0.02818841663295077
10024,0.2219211026569884
10025,0.04296364335542634
10026,0.214691968305897
10027,0.0074757011742674654
10028,0.001580710564532029
10029,0.0022907337194215944
10030,0.7967470629632567
10031,0.04865175703355421
10032,0.1536877800258707
10033,0.12053915882829608
10034,0.1267143728763701
10035,0.01099327286277873
10036,0.08465098155052536
10037,0.008178410406023375
10038,0.18753002693647758
10039,0.0029598710310929344
10040,0.013558905659448844
10041,0.05734419149397412
10042,0.14099917010109117
10043,0.034918362528294715
10044,0.02314925278546083
10045,0.010355519357143203
10046,0.10486637334212655
10047,0.37998432445817093
10048,0.004376082140452483
10049,0.007681341637259247
10050,0.11859055778821108
10051,0.11048241716049886
10052,0.02597065148319315
10053,0.005846348141745042
10054,0.24493661254969606
10055,0.009509791746498922
10056,0.32421958757078273
10057,0.020987863539025778
10058,0.037472910754736286
10059,0.10962371057553945
10060,0.1413851351831487
10061,0.00022354656317763113
10062,0.04045046024696323
10063,0.4700783647941014
10064,0.28978705150282014
10065,0.11816388491960282
10066,0.13880627333041842
10067,0.06274527535388855
10068,0.04631784297587261
10069,0.0030808577667199247
10070,0.05886686930587602
10071,0.04560548531377387
10072,0.34688897591189943
10073,0.11924296831405905
10074,0.04144309854703846
10075,0.3402994415768544
10076,0.04825206270455256
10077,0.33874592164716805
10078,0.07177762635710187
10079,0.7360507649166278
10080,0.17879818906655912
10081,0.0072560453627372005
10082,0.40500980533438613
10083,0.21742623387076238
10084,0.2990565872417576
10085,0.056809313667938455
10086,0.4605281101683558
10087,0.00027278013020083614
10088,0.03179099838274157
10089,0.3340480395284489
10090,0.015693013037922747
10091,0.007479455595961895
10092,0.1783331402434354
10093,0.04625418772762261
10094,0.2483623041641239
10095,0.07373000426323434
10096,0.008668398668611686
10097,0.07527730975500121
10098,0.027684764271583978
10099,0.05032733793823544
10100,0.014475424418904783
10101,0.816920491457966
10102,0.23144483854050682
10103,0.001233365612662995
10104,0.0004004856504645567
10105,0.016068404423267457
10106,0.175017679062495
10107,0.14824739071644233
10108,0.07882734283345828
10109,0.049006041738339765
10110,0.12264915143892365
10111,0.1197319187520476
10112,0.009758802277957371
10113,0.009274406846246577
10114,0.007902301858025684
10115,0.14550134778050594
10116,0.002538673099247292
10117,0.3050248065187433
10118,0.2481515179001541
10119,0.2035282270274635
10120,0.05517317990322835
10121,0.1154155195299245
10122,0.2684066024700235
10123,0.01951213739193132
10124,0.25672741022213347
10125,0.0021336856036219074
10126,0.0803749398800402
10127,0.004940359414672379
10128,0.08900868048555012
10129,0.11266516314641367
10130,0.3250923005031441
10131,0.0027532315179968126
10132,0.046657231717869445
10133,0.0015752975973114475
10134,0.13741967531399135
10135,0.08294088473754044
10136,0.052972756514649
10137,0.15088146409024453
10138,0.09542403121998355
10139,0.08012881751780862
10140,0.40078921562513686
10141,0.039629868591616345
10142,0.19936909169091935
10143,0.004165880391669422
10144,0.03392490254227992
10145,0.0004544166069911403
10146,0.003160968125537582
10147,0.18186425357761135
10148,0.00516965388883365
10149,0.0003473883995372978
10150,0.024495996427850057
10151,0.031257835568148644
10152,0.005269077357685936
10153,0.00010931748262624097
10154,0.032430195447399446
10155,0.5393307739999634
10156,0.0023245840762365234
10157,0.06947250831742882
10158,0.05212152249104354
10159,0.025551701729787657
10160,0.027474933277896713
10161,0.23867637040758477
10162,0.029934502070955542
10163,0.06237054823309557
10164,0.15856153004532664
10165,0.14061600779781283
10166,0.07452272307125074
10167,0.0006396250113985019
10168,0.001908151579919769
10169,0.2788646988225525
10170,0.0019136763302732517
10171,0.05599055617564341
10172,0.014596821249277367
10173,0.07730585315251914
10174,0.14234653136430486
10175,0.007578740545710814
10176,0.006749057822715572
10177,0.04177545049824015
10178,0.0001481906768226204
10179,0.7117126623798526
10180,0.0052535248358258355
10181,0.0009104580992135536
10182,0.1127252750945336
10183,0.13479772587284883
10184,0.007775794392371753
10185,0.1633986261402383
10186,0.12158618276654887
10187,0.011987750534373565
10188,0.2344848819694491
10189,0.11204468327763364
10190,0.20212486417538394
10191,0.006440249129456996
10192,0.001642445761484875
10193,0.10757696756576993
10194,0.025660213364052793
10195,0.028534528860283025
10196,0.0056142739092201
10197,0.003861115620571512
10198,0.07278482418790365
10199,0.0020621155590565664
10200,0.0007517602992787474
10201,0.09968939142454453
10202,0.24393057861574438
10203,0.08282606684493295
10204,0.0683189810752184
10205,0.06634792868910006
10206,0.08052322054174396
10207,0.05420015160670344
10208,0.3777569455981476
10209,0.1412067226715734
10210,0.006960822330031211
10211,0.012373253918772925
10212,0.01705980862384688
10213,0.08124807233281084
10214,0.25031562700610255
10215,0.09136752806546945
10216,0.1527170262797648
10217,0.07580446424806996
10218,0.08785320709810418
10219,0.061793057098500984
10220,0.2540933815207614
10221,0.0050983790864591785
10222,0.11080879974168437
10223,0.07651295139808192
10224,0.32677317808878337
10225,0.041768560832032724
10226,0.0081098379625279
10227,0.06710878199956699
10228,0.009507567674746887
10229,0.04557559685982882
10230,0.1368975471962538
10231,0.5838264541895231
10232,0.26515458364939043
10233,0.19487397847774504
10234,0.038263898308756254
10235,0.1347207844094001
10236,0.09181431559871496
10237,0.14026632653206567
10238,0.4751599416695196
10239,0.16680960990678118
10240,0.033109260878555015
10241,0.17957206854199942
10242,0.012552181426765523
10243,0.06956421252848564
10244,0.007862838052663853
10245,0.1339552155775075
